"model","period","period_label","foi_mean","foi_median","foi_lower","foi_upper","foi_per_1000","foi_per_1000_lower","foi_per_1000_upper"
"Piecewise-3",1,"1943-2011 (Historical + REDS-II)",0.000628075539704716,0.000628060337081498,0.000619450506701419,0.000636694924439467,0.628075539704716,0.619450506701419,0.636694924439467
"Piecewise-3",2,"2012-2016 (REDS-III)",0.000840209589437495,0.000840212945704071,0.00074418463396907,0.000935186666150995,0.840209589437495,0.74418463396907,0.935186666150995
"Piecewise-3",3,"2017-2022 (REDS-IV)",0.00177433354146376,0.001774171561534,0.00164693868269448,0.00190336764235367,1.77433354146376,1.64693868269448,1.90336764235367
