"model","foi","foi_lower","foi_upper","foi_per_1000","foi_per_1000_lower","foi_per_1000_upper"
"Constant",0.000689181345370866,0.00068337081530967,0.000694992018006149,0.689181345370866,0.68337081530967,0.694992018006149
