"model","period","period_label","foi_mean","foi_median","foi_lower","foi_upper","foi_per_1000","foi_per_1000_lower","foi_per_1000_upper"
"Piecewise-5",1,"1943-2010 (Baseline)",0.000624244652482312,0.000624214856167622,0.000614884017347397,0.000633890604241125,0.624244652482312,0.614884017347397,0.633890604241125
"Piecewise-5",2,"2011-2013",0.000906589433712742,0.000906228020747643,0.000702013220080943,0.00111300410422319,0.906589433712742,0.702013220080943,1.11300410422319
"Piecewise-5",3,"2014-2017",0.000869690237596388,0.000869931248052432,0.000666606604269657,0.00106929409820395,0.869690237596388,0.666606604269657,1.06929409820395
"Piecewise-5",4,"2018-2020",0.00163504263067105,0.00163352836736918,0.00135136259060998,0.00191506884427148,1.63504263067105,1.35136259060998,1.91506884427148
"Piecewise-5",5,"2021-2022",0.00295873180100877,0.00296023923291287,0.00241222163789622,0.00350754866941755,2.95873180100877,2.41222163789622,3.50754866941755
