"elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic","model"
0,0,-4086.00033217617,138.140191044099,126.240123077952,11.3993096508193,8172.00066435234,276.280382088198,"4_RandomWalk"
-2534.31485063023,243.985364025798,-6620.31518280639,259.244116908917,45.9872903755405,3.93115497749887,13240.6303656128,518.488233817834,"3_Piecewise5"
-2544.19192711556,246.082436927581,-6630.19225929172,260.512864452156,30.7200010038213,2.30200120686575,13260.3845185834,521.025728904312,"2_Piecewise3"
-2904.1645901359,280.6737674813,-6990.16492231207,293.165179345219,12.5624129164566,0.891398281650936,13980.3298446241,586.330358690439,"1_Constant"
